data;scontrini;lordototale;ristorante
20180124;0;0;R005
20180125;0;0;R000
20180125;0;0;R001
20180125;0;0;R003
20180125;0;0;R004
20180125;0;0;R005
20180126;0;0;R000
20180126;0;0;R001
20180126;0;0;R003
20180126;0;0;R004
20180126;0;0;R005
20180127;0;0;R000
20180127;0;0;R001
20180127;0;0;R003
20180127;0;0;R004
20180127;0;0;R005
20180128;0;0;R000
20180128;0;0;R001
20180128;0;0;R003
20180128;0;0;R004
20180128;0;0;R005
20180129;0;0;R000
20180129;0;0;R001
20180129;0;0;R003
20180129;0;0;R004
20180129;0;0;R005
20180130;0;0;R000
20180130;0;0;R001
20180130;0;0;R003
20180130;0;0;R004
20180130;0;0;R005
20180131;0;0;R000
20180131;0;0;R001
20180131;0;0;R003
20180131;0;0;R004
20180131;0;0;R005
20180201;17490;592886.28;R000
20180201;25476;1050932.19;R001
20180201;20436;370622.07;R003
20180201;22572;724930.64;R004
20180201;19245;604264.4299999999;R005
20180202;0;0;R000
20180202;0;0;R001
20180202;0;0;R003
20180202;0;0;R004
20180202;0;0;R005
20180203;0;0;R000
20180203;0;0;R001
20180203;0;0;R003
20180203;0;0;R004
20180203;0;0;R005
20180204;0;0;R000
20180204;0;0;R001
20180204;0;0;R003
20180204;0;0;R004
20180204;0;0;R005
20180205;0;0;R000
20180205;0;0;R001
20180205;0;0;R003
20180205;0;0;R004
20180205;0;0;R005
20180206;0;0;R000
20180206;0;0;R001
20180206;0;0;R003
20180206;0;0;R004
20180206;0;0;R005
20180207;0;0;R000
20180207;0;0;R001
20180207;0;0;R003
20180207;0;0;R004
20180207;0;0;R005
20180208;0;0;R000
20180208;0;0;R001
20180208;0;0;R003
20180208;0;0;R004
20180208;0;0;R005
20180209;0;0;R000
20180209;0;0;R001
20180209;0;0;R003
20180209;0;0;R004
20180209;0;0;R005
20180210;0;0;R000
20180210;0;0;R001
20180210;0;0;R003
20180210;0;0;R004
20180210;0;0;R005
20180211;0;0;R000
20180211;0;0;R001
20180211;0;0;R003
20180211;0;0;R004
20180211;0;0;R005
20180212;0;0;R000
20180212;0;0;R001
20180212;0;0;R003
20180212;0;0;R004
20180212;0;0;R005
20180213;0;0;R000
20180213;0;0;R001
20180213;0;0;R003
20180213;0;0;R004
20180213;0;0;R005
20180214;0;0;R000
20180214;0;0;R001
20180214;0;0;R003
20180214;0;0;R004
20180214;0;0;R005
20180215;0;0;R000
20180215;0;0;R001
20180215;0;0;R003
20180215;0;0;R004
20180215;0;0;R005
20180216;0;0;R000
20180216;0;0;R001
20180216;0;0;R003
20180216;0;0;R004
20180216;0;0;R005
20180217;0;0;R000
20180217;0;0;R001
20180217;0;0;R003
20180217;0;0;R004
20180217;0;0;R005
20180218;0;0;R000
20180218;0;0;R001
20180218;0;0;R003
20180218;0;0;R004
20180218;0;0;R005
20180219;0;0;R000
20180219;0;0;R001
20180219;0;0;R003
20180219;0;0;R004
20180219;0;0;R005
20180220;0;0;R000
20180220;0;0;R001
20180220;0;0;R003
20180220;0;0;R004
20180220;0;0;R005
20180221;0;0;R000
20180221;0;0;R001
20180221;0;0;R003
20180221;0;0;R004
20180221;0;0;R005
20180222;0;0;R000
20180222;0;0;R001
20180222;0;0;R003
20180222;0;0;R004
20180222;0;0;R005
20180223;0;0;R000
20180223;0;0;R001
20180223;0;0;R003
20180223;0;0;R004
20180223;0;0;R005
20180224;0;0;R000
20180224;0;0;R001
20180224;0;0;R003
20180224;0;0;R004
20180224;0;0;R005
20180225;0;0;R000
20180225;0;0;R001
20180225;0;0;R003
20180225;0;0;R004
20180225;0;0;R005
20180226;0;0;R000
20180226;0;0;R001
20180226;0;0;R003
20180226;0;0;R004
20180226;0;0;R005
20180227;0;0;R000
20180227;0;0;R001
20180227;0;0;R003
20180227;0;0;R004
20180227;0;0;R005
20180228;0;0;R000
20180228;0;0;R001
20180228;0;0;R003
20180228;0;0;R004
20180228;0;0;R005
20180301;21714;687921.71;R000
20180301;28637;1131599.3499999999;R001
20180301;23149;403529.91;R003
20180301;24843;770513.45;R004
20180301;22739;672343.35;R005
20180302;0;0;R000
20180302;0;0;R001
20180302;0;0;R003
20180302;0;0;R004
20180302;0;0;R005
20180303;0;0;R000
20180303;0;0;R001
20180303;0;0;R003
20180303;0;0;R004
20180303;0;0;R005
20180304;0;0;R000
20180304;0;0;R001
20180304;0;0;R003
20180304;0;0;R004
20180304;0;0;R005
20180305;0;0;R000
20180305;0;0;R001
20180305;0;0;R003
20180305;0;0;R004
20180305;0;0;R005
20180306;0;0;R000
20180306;0;0;R001
20180306;0;0;R003
20180306;0;0;R004
20180306;0;0;R005
20180307;0;0;R000
20180307;0;0;R001
20180307;0;0;R003
20180307;0;0;R004
20180307;0;0;R005
20180308;0;0;R000
20180308;0;0;R001
20180308;0;0;R003
20180308;0;0;R004
20180308;0;0;R005
20180309;0;0;R000
20180309;0;0;R001
20180309;0;0;R003
20180309;0;0;R004
20180309;0;0;R005
20180310;0;0;R000
20180310;0;0;R001
20180310;0;0;R003
20180310;0;0;R004
20180310;0;0;R005
20180311;0;0;R000
20180311;0;0;R001
20180311;0;0;R003
20180311;0;0;R004
20180311;0;0;R005
20180312;0;0;R000
20180312;0;0;R001
20180312;0;0;R003
20180312;0;0;R004
20180312;0;0;R005
20180313;0;0;R000
20180313;0;0;R001
20180313;0;0;R003
20180313;0;0;R004
20180313;0;0;R005
20180314;0;0;R000
20180314;0;0;R001
20180314;0;0;R003
20180314;0;0;R004
20180314;0;0;R005
20180315;0;0;R000
20180315;0;0;R001
20180315;0;0;R003
20180315;0;0;R004
20180315;0;0;R005
20180316;0;0;R000
20180316;0;0;R001
20180316;0;0;R003
20180316;0;0;R004
20180316;0;0;R005
20180317;0;0;R000
20180317;0;0;R001
20180317;0;0;R003
20180317;0;0;R004
20180317;0;0;R005
20180318;0;0;R000
20180318;0;0;R001
20180318;0;0;R003
20180318;0;0;R004
20180318;0;0;R005
20180319;0;0;R000
20180319;0;0;R001
20180319;0;0;R003
20180319;0;0;R004
20180319;0;0;R005
20180320;0;0;R000
20180320;0;0;R001
20180320;0;0;R003
20180320;0;0;R004
20180320;0;0;R005
20180321;0;0;R000
20180321;0;0;R001
20180321;0;0;R003
20180321;0;0;R004
20180321;0;0;R005
20180322;0;0;R000
20180322;0;0;R001
20180322;0;0;R003
20180322;0;0;R004
20180322;0;0;R005
20180323;0;0;R000
20180323;0;0;R001
20180323;0;0;R003
20180323;0;0;R004
20180323;0;0;R005
20180324;0;0;R000
20180324;0;0;R001
20180324;0;0;R003
20180324;0;0;R004
20180324;0;0;R005
20180325;0;0;R000
20180325;0;0;R001
20180325;0;0;R003
20180325;0;0;R004
20180325;0;0;R005
20180326;0;0;R000
20180326;0;0;R001
20180326;0;0;R003
20180326;0;0;R004
20180326;0;0;R005
20180327;0;0;R000
20180327;0;0;R001
20180327;0;0;R003
20180327;0;0;R004
20180327;0;0;R005
20180328;0;0;R000
20180328;0;0;R001
20180328;0;0;R003
20180328;0;0;R004
20180328;0;0;R005
20180329;0;0;R000
20180329;0;0;R001
20180329;0;0;R003
20180329;0;0;R004
20180329;0;0;R005
20180330;0;0;R000
20180330;0;0;R001
20180330;0;0;R003
20180330;0;0;R004
20180330;0;0;R005
20180331;0;0;R000
20180331;0;0;R001
20180331;0;0;R003
20180331;0;0;R004
20180331;0;0;R005
20180401;22326;739154.36;R000
20180401;27795;1138157.79;R001
20180401;20361;375817.61;R003
20180401;20310;661832.5;R004
20180401;20543;622502.51;R005
20180402;0;0;R000
20180402;0;0;R001
20180402;0;0;R003
20180402;0;0;R004
20180402;0;0;R005
20180403;0;0;R000
20180403;0;0;R001
20180403;0;0;R003
20180403;0;0;R004
20180403;0;0;R005
20180404;0;0;R000
20180404;0;0;R001
20180404;0;0;R003
20180404;0;0;R004
20180404;0;0;R005
20180405;0;0;R000
20180405;0;0;R001
20180405;0;0;R003
20180405;0;0;R004
20180405;0;0;R005
20180406;0;0;R000
20180406;0;0;R001
20180406;0;0;R003
20180406;0;0;R004
20180406;0;0;R005
20180407;0;0;R000
20180407;0;0;R001
20180407;0;0;R003
20180407;0;0;R004
20180407;0;0;R005
20180408;0;0;R000
20180408;0;0;R001
20180408;0;0;R003
20180408;0;0;R004
20180408;0;0;R005
20180409;0;0;R000
20180409;0;0;R001
20180409;0;0;R003
20180409;0;0;R004
20180409;0;0;R005
20180410;0;0;R000
20180410;0;0;R001
20180410;0;0;R003
20180410;0;0;R004
20180410;0;0;R005
20180411;0;0;R000
20180411;0;0;R001
20180411;0;0;R003
20180411;0;0;R004
20180411;0;0;R005
20180412;0;0;R000
20180412;0;0;R001
20180412;0;0;R003
20180412;0;0;R004
20180412;0;0;R005
20180413;0;0;R000
20180413;0;0;R001
20180413;0;0;R003
20180413;0;0;R004
20180413;0;0;R005
20180414;0;0;R000
20180414;0;0;R001
20180414;0;0;R003
20180414;0;0;R004
20180414;0;0;R005
20180415;0;0;R000
20180415;0;0;R001
20180415;0;0;R003
20180415;0;0;R004
20180415;0;0;R005
20180416;0;0;R000
20180416;0;0;R001
20180416;0;0;R003
20180416;0;0;R004
20180416;0;0;R005
20180417;0;0;R000
20180417;0;0;R001
20180417;0;0;R003
20180417;0;0;R004
20180417;0;0;R005
20180418;0;0;R000
20180418;0;0;R001
20180418;0;0;R003
20180418;0;0;R004
20180418;0;0;R005
20180419;0;0;R000
20180419;0;0;R001
20180419;0;0;R003
20180419;0;0;R004
20180419;0;0;R005
20180420;0;0;R000
20180420;0;0;R001
20180420;0;0;R003
20180420;0;0;R004
20180420;0;0;R005
20180421;0;0;R000
20180421;0;0;R001
20180421;0;0;R003
20180421;0;0;R004
20180421;0;0;R005
20180422;0;0;R000
20180422;0;0;R001
20180422;0;0;R003
20180422;0;0;R004
20180422;0;0;R005
20180423;0;0;R000
20180423;0;0;R001
20180423;0;0;R003
20180423;0;0;R004
20180423;0;0;R005
20180424;0;0;R000
20180424;0;0;R001
20180424;0;0;R003
20180424;0;0;R004
20180424;0;0;R005
20180425;0;0;R000
20180425;0;0;R001
20180425;0;0;R003
20180425;0;0;R004
20180425;0;0;R005
20180426;0;0;R000
20180426;0;0;R001
20180426;0;0;R003
20180426;0;0;R004
20180426;0;0;R005
20180427;0;0;R000
20180427;0;0;R001
20180427;0;0;R003
20180427;0;0;R004
20180427;0;0;R005
20180428;0;0;R000
20180428;0;0;R001
20180428;0;0;R003
20180428;0;0;R004
20180428;0;0;R005
20180429;0;0;R000
20180429;0;0;R001
20180429;0;0;R003
20180429;0;0;R004
20180429;0;0;R005
20180430;0;0;R000
20180430;0;0;R001
20180430;0;0;R003
20180430;0;0;R004
20180430;0;0;R005
20180501;19669;653576.63;R000
20180501;27828;1126350.1199999999;R001
20180501;22136;399164.5;R003
20180501;25505;801661.91;R004
20180501;22318;651623.14;R005
20180502;0;0;R000
20180502;0;0;R001
20180502;0;0;R003
20180502;0;0;R004
20180502;0;0;R005
20180503;0;0;R000
20180503;0;0;R001
20180503;0;0;R003
20180503;0;0;R004
20180503;0;0;R005
20180504;0;0;R000
20180504;0;0;R001
20180504;0;0;R003
20180504;0;0;R004
20180504;0;0;R005
20180505;0;0;R000
20180505;0;0;R001
20180505;0;0;R003
20180505;0;0;R004
20180505;0;0;R005
20180506;0;0;R000
20180506;0;0;R001
20180506;0;0;R003
20180506;0;0;R004
20180506;0;0;R005
20180507;0;0;R000
20180507;0;0;R001
20180507;0;0;R003
20180507;0;0;R004
20180507;0;0;R005
20180508;0;0;R000
20180508;0;0;R001
20180508;0;0;R003
20180508;0;0;R004
20180508;0;0;R005
20180509;0;0;R000
20180509;0;0;R001
20180509;0;0;R003
20180509;0;0;R004
20180509;0;0;R005
20180510;0;0;R000
20180510;0;0;R001
20180510;0;0;R003
20180510;0;0;R004
20180510;0;0;R005
20180511;0;0;R000
20180511;0;0;R001
20180511;0;0;R003
20180511;0;0;R004
20180511;0;0;R005
20180512;0;0;R000
20180512;0;0;R001
20180512;0;0;R003
20180512;0;0;R004
20180512;0;0;R005
20180513;0;0;R000
20180513;0;0;R001
20180513;0;0;R003
20180513;0;0;R004
20180513;0;0;R005
20180514;0;0;R000
20180514;0;0;R001
20180514;0;0;R003
20180514;0;0;R004
20180514;0;0;R005
20180515;0;0;R000
20180515;0;0;R001
20180515;0;0;R003
20180515;0;0;R004
20180515;0;0;R005
20180516;0;0;R000
20180516;0;0;R001
20180516;0;0;R003
20180516;0;0;R004
20180516;0;0;R005
20180517;0;0;R000
20180517;0;0;R001
20180517;0;0;R003
20180517;0;0;R004
20180517;0;0;R005
20180518;0;0;R000
20180518;0;0;R001
20180518;0;0;R003
20180518;0;0;R004
20180518;0;0;R005
20180519;0;0;R000
20180519;0;0;R001
20180519;0;0;R003
20180519;0;0;R004
20180519;0;0;R005
20180520;0;0;R000
20180520;0;0;R001
20180520;0;0;R003
20180520;0;0;R004
20180520;0;0;R005
20180521;0;0;R000
20180521;0;0;R001
20180521;0;0;R003
20180521;0;0;R004
20180521;0;0;R005
20180522;0;0;R000
20180522;0;0;R001
20180522;0;0;R003
20180522;0;0;R004
20180522;0;0;R005
20180523;0;0;R000
20180523;0;0;R001
20180523;0;0;R003
20180523;0;0;R004
20180523;0;0;R005
20180524;0;0;R000
20180524;0;0;R001
20180524;0;0;R003
20180524;0;0;R004
20180524;0;0;R005
20180525;0;0;R000
20180525;0;0;R001
20180525;0;0;R003
20180525;0;0;R004
20180525;0;0;R005
20180526;0;0;R000
20180526;0;0;R001
20180526;0;0;R003
20180526;0;0;R004
20180526;0;0;R005
20180527;0;0;R000
20180527;0;0;R001
20180527;0;0;R003
20180527;0;0;R004
20180527;0;0;R005
20180528;0;0;R000
20180528;0;0;R001
20180528;0;0;R003
20180528;0;0;R004
20180528;0;0;R005
20180529;0;0;R000
20180529;0;0;R001
20180529;0;0;R003
20180529;0;0;R004
20180529;0;0;R005
20180530;0;0;R000
20180530;0;0;R001
20180530;0;0;R003
20180530;0;0;R004
20180530;0;0;R005
20180531;0;0;R000
20180531;0;0;R001
20180531;0;0;R003
20180531;0;0;R004
20180531;0;0;R005
20180601;20747;682040.59;R000
20180601;27274;1057614.53;R001
20180601;20933;380311.05;R003
20180601;25842;796924.7999999999;R004
20180601;19719;581499.87;R005
20180602;0;0;R000
20180602;0;0;R001
20180602;0;0;R003
20180602;0;0;R004
20180602;0;0;R005
20180603;0;0;R000
20180603;0;0;R001
20180603;0;0;R003
20180603;0;0;R004
20180603;0;0;R005
20180604;0;0;R000
20180604;0;0;R001
20180604;0;0;R003
20180604;0;0;R004
20180604;0;0;R005
20180605;0;0;R000
20180605;0;0;R001
20180605;0;0;R003
20180605;0;0;R004
20180605;0;0;R005
20180606;0;0;R000
20180606;0;0;R001
20180606;0;0;R003
20180606;0;0;R004
20180606;0;0;R005
20180607;0;0;R000
20180607;0;0;R001
20180607;0;0;R003
20180607;0;0;R004
20180607;0;0;R005
20180608;0;0;R000
20180608;0;0;R001
20180608;0;0;R003
20180608;0;0;R004
20180608;0;0;R005
20180609;0;0;R000
20180609;0;0;R001
20180609;0;0;R003
20180609;0;0;R004
20180609;0;0;R005
20180610;0;0;R000
20180610;0;0;R001
20180610;0;0;R003
20180610;0;0;R004
20180610;0;0;R005
20180611;0;0;R000
20180611;0;0;R001
20180611;0;0;R003
20180611;0;0;R004
20180611;0;0;R005
20180612;0;0;R000
20180612;0;0;R001
20180612;0;0;R003
20180612;0;0;R004
20180612;0;0;R005
20180613;0;0;R000
20180613;0;0;R001
20180613;0;0;R003
20180613;0;0;R004
20180613;0;0;R005
20180614;0;0;R000
20180614;0;0;R001
20180614;0;0;R003
20180614;0;0;R004
20180614;0;0;R005
20180615;0;0;R000
20180615;0;0;R001
20180615;0;0;R003
20180615;0;0;R004
20180615;0;0;R005
20180616;0;0;R000
20180616;0;0;R001
20180616;0;0;R003
20180616;0;0;R004
20180616;0;0;R005
20180617;0;0;R000
20180617;0;0;R001
20180617;0;0;R003
20180617;0;0;R004
20180617;0;0;R005
20180618;0;0;R000
20180618;0;0;R001
20180618;0;0;R003
20180618;0;0;R004
20180618;0;0;R005
20180619;0;0;R000
20180619;0;0;R001
20180619;0;0;R003
20180619;0;0;R004
20180619;0;0;R005
20180620;0;0;R000
20180620;0;0;R001
20180620;0;0;R003
20180620;0;0;R004
20180620;0;0;R005
20180621;0;0;R000
20180621;0;0;R001
20180621;0;0;R003
20180621;0;0;R004
20180621;0;0;R005
20180622;0;0;R000
20180622;0;0;R001
20180622;0;0;R003
20180622;0;0;R004
20180622;0;0;R005
20180623;0;0;R000
20180623;0;0;R001
20180623;0;0;R003
20180623;0;0;R004
20180623;0;0;R005
20180624;0;0;R000
20180624;0;0;R001
20180624;0;0;R003
20180624;0;0;R004
20180624;0;0;R005
20180625;0;0;R000
20180625;0;0;R001
20180625;0;0;R003
20180625;0;0;R004
20180625;0;0;R005
20180626;0;0;R000
20180626;0;0;R001
20180626;0;0;R003
20180626;0;0;R004
20180626;0;0;R005
20180627;0;0;R000
20180627;0;0;R001
20180627;0;0;R003
20180627;0;0;R004
20180627;0;0;R005
20180628;0;0;R000
20180628;0;0;R001
20180628;0;0;R003
20180628;0;0;R004
20180628;0;0;R005
20180629;0;0;R000
20180629;0;0;R001
20180629;0;0;R003
20180629;0;0;R004
20180629;0;0;R005
20180630;0;0;R000
20180630;0;0;R001
20180630;0;0;R003
20180630;0;0;R004
20180630;0;0;R005
20180701;23383;748740.09;R000
20180701;27897;1057672.3499999999;R001
20180701;22138;393902.88;R003
20180701;26722;813849.5399999999;R004
20180701;18267;552825.28;R005
20180702;0;0;R000
20180702;0;0;R001
20180702;0;0;R003
20180702;0;0;R004
20180702;0;0;R005
20180703;0;0;R000
20180703;0;0;R001
20180703;0;0;R003
20180703;0;0;R004
20180703;0;0;R005
20180704;0;0;R000
20180704;0;0;R001
20180704;0;0;R003
20180704;0;0;R004
20180704;0;0;R005
20180705;0;0;R000
20180705;0;0;R001
20180705;0;0;R003
20180705;0;0;R004
20180705;0;0;R005
20180706;0;0;R000
20180706;0;0;R001
20180706;0;0;R003
20180706;0;0;R004
20180706;0;0;R005
20180707;0;0;R000
20180707;0;0;R001
20180707;0;0;R003
20180707;0;0;R004
20180707;0;0;R005
20180708;0;0;R000
20180708;0;0;R001
20180708;0;0;R003
20180708;0;0;R004
20180708;0;0;R005
20180709;0;0;R000
20180709;0;0;R001
20180709;0;0;R003
20180709;0;0;R004
20180709;0;0;R005
20180710;0;0;R000
20180710;0;0;R001
20180710;0;0;R003
20180710;0;0;R004
20180710;0;0;R005
20180711;0;0;R000
20180711;0;0;R001
20180711;0;0;R003
20180711;0;0;R004
20180711;0;0;R005
20180712;0;0;R000
20180712;0;0;R001
20180712;0;0;R003
20180712;0;0;R004
20180712;0;0;R005
20180713;0;0;R000
20180713;0;0;R001
20180713;0;0;R003
20180713;0;0;R004
20180713;0;0;R005
20180714;0;0;R000
20180714;0;0;R001
20180714;0;0;R003
20180714;0;0;R004
20180714;0;0;R005
20180715;0;0;R000
20180715;0;0;R001
20180715;0;0;R003
20180715;0;0;R004
20180715;0;0;R005
20180716;0;0;R000
20180716;0;0;R001
20180716;0;0;R003
20180716;0;0;R004
20180716;0;0;R005
20180717;0;0;R000
20180717;0;0;R001
20180717;0;0;R003
20180717;0;0;R004
20180717;0;0;R005
20180718;0;0;R000
20180718;0;0;R001
20180718;0;0;R003
20180718;0;0;R004
20180718;0;0;R005
20180719;0;0;R000
20180719;0;0;R001
20180719;0;0;R003
20180719;0;0;R004
20180719;0;0;R005
20180720;0;0;R000
20180720;0;0;R001
20180720;0;0;R003
20180720;0;0;R004
20180720;0;0;R005
20180721;0;0;R000
20180721;0;0;R001
20180721;0;0;R003
20180721;0;0;R004
20180721;0;0;R005
20180722;0;0;R000
20180722;0;0;R001
20180722;0;0;R003
20180722;0;0;R004
20180722;0;0;R005
20180723;0;0;R000
20180723;0;0;R001
20180723;0;0;R003
20180723;0;0;R004
20180723;0;0;R005
20180724;0;0;R000
20180724;0;0;R001
20180724;0;0;R003
20180724;0;0;R004
20180724;0;0;R005
20180725;0;0;R000
20180725;0;0;R001
20180725;0;0;R003
20180725;0;0;R004
20180725;0;0;R005
20180726;0;0;R000
20180726;0;0;R001
20180726;0;0;R003
20180726;0;0;R004
20180726;0;0;R005
20180727;0;0;R000
20180727;0;0;R001
20180727;0;0;R003
20180727;0;0;R004
20180727;0;0;R005
20180728;0;0;R000
20180728;0;0;R001
20180728;0;0;R003
20180728;0;0;R004
20180728;0;0;R005
20180729;0;0;R000
20180729;0;0;R001
20180729;0;0;R003
20180729;0;0;R004
20180729;0;0;R005
20180730;0;0;R000
20180730;0;0;R001
20180730;0;0;R003
20180730;0;0;R004
20180730;0;0;R005
20180731;0;0;R000
20180731;0;0;R001
20180731;0;0;R003
20180731;0;0;R004
20180731;0;0;R005
20180801;22298;758115.19;R000
20180801;26489;1058044.05;R001
20180801;20509;379926.95999999996;R003
20180801;25322;799464.75;R004
20180801;18151;532072.03;R005
20180802;0;0;R000
20180802;0;0;R001
20180802;0;0;R003
20180802;0;0;R004
20180802;0;0;R005
20180803;0;0;R000
20180803;0;0;R001
20180803;0;0;R003
20180803;0;0;R004
20180803;0;0;R005
20180804;0;0;R000
20180804;0;0;R001
20180804;0;0;R003
20180804;0;0;R004
20180804;0;0;R005
20180805;0;0;R000
20180805;0;0;R001
20180805;0;0;R003
20180805;0;0;R004
20180805;0;0;R005
20180806;0;0;R000
20180806;0;0;R001
20180806;0;0;R003
20180806;0;0;R004
20180806;0;0;R005
20180807;0;0;R000
20180807;0;0;R001
20180807;0;0;R003
20180807;0;0;R004
20180807;0;0;R005
20180808;0;0;R000
20180808;0;0;R001
20180808;0;0;R003
20180808;0;0;R004
20180808;0;0;R005
20180809;0;0;R000
20180809;0;0;R001
20180809;0;0;R003
20180809;0;0;R004
20180809;0;0;R005
20180810;0;0;R000
20180810;0;0;R001
20180810;0;0;R003
20180810;0;0;R004
20180810;0;0;R005
20180811;0;0;R000
20180811;0;0;R001
20180811;0;0;R003
20180811;0;0;R004
20180811;0;0;R005
20180812;0;0;R000
20180812;0;0;R001
20180812;0;0;R003
20180812;0;0;R004
20180812;0;0;R005
20180813;0;0;R000
20180813;0;0;R001
20180813;0;0;R003
20180813;0;0;R004
20180813;0;0;R005
20180814;0;0;R000
20180814;0;0;R001
20180814;0;0;R003
20180814;0;0;R004
20180814;0;0;R005
20180815;0;0;R000
20180815;0;0;R001
20180815;0;0;R003
20180815;0;0;R004
20180815;0;0;R005
20180816;0;0;R000
20180816;0;0;R001
20180816;0;0;R003
20180816;0;0;R004
20180816;0;0;R005
20180817;0;0;R000
20180817;0;0;R001
20180817;0;0;R003
20180817;0;0;R004
20180817;0;0;R005
20180818;0;0;R000
20180818;0;0;R001
20180818;0;0;R003
20180818;0;0;R004
20180818;0;0;R005
20180819;0;0;R000
20180819;0;0;R001
20180819;0;0;R003
20180819;0;0;R004
20180819;0;0;R005
20180820;0;0;R000
20180820;0;0;R001
20180820;0;0;R003
20180820;0;0;R004
20180820;0;0;R005
20180821;0;0;R000
20180821;0;0;R001
20180821;0;0;R003
20180821;0;0;R004
20180821;0;0;R005
20180822;0;0;R000
20180822;0;0;R001
20180822;0;0;R003
20180822;0;0;R004
20180822;0;0;R005
20180823;0;0;R000
20180823;0;0;R001
20180823;0;0;R003
20180823;0;0;R004
20180823;0;0;R005
20180824;0;0;R000
20180824;0;0;R001
20180824;0;0;R003
20180824;0;0;R004
20180824;0;0;R005
20180825;0;0;R000
20180825;0;0;R001
20180825;0;0;R003
20180825;0;0;R004
20180825;0;0;R005
20180826;0;0;R000
20180826;0;0;R001
20180826;0;0;R003
20180826;0;0;R004
20180826;0;0;R005
20180827;0;0;R000
20180827;0;0;R001
20180827;0;0;R003
20180827;0;0;R004
20180828;0;0;R000
20180828;0;0;R001
20180828;0;0;R003
20180828;0;0;R004
20180829;0;0;R000
20180829;0;0;R001
20180829;0;0;R003
20180829;0;0;R004
20180830;0;0;R000
20180830;0;0;R001
20180830;0;0;R003
20180830;0;0;R004
20180831;0;0;R000
20180831;0;0;R001
20180831;0;0;R003
20180831;0;0;R004
20180901;1276;50173.718;R000
20180901;1238;58917.836599999995;R001
20180901;815;17001.8058;R003
20180901;1158;46703.568100000004;R004
20180901;774;27423.1587;R005
20180902;1070;43169.7749;R000
20180902;971;48995.3464;R001
20180902;614;14807.9085;R003
20180902;974;37350.8527;R004
20180902;664;22980.6829;R005
20180903;657;24781.9411;R000
20180903;782;36185.5732;R001
20180903;732;15593.558399999998;R003
20180903;808;27135.5042;R004
20180903;706;23780.8704;R005
20180904;647;25100.7771;R000
20180904;793;36402.4808;R001
20180904;763;15651.2545;R003
20180904;731;25410.8575;R004
20180904;644;20020.7119;R005
20180905;635;23516.6743;R000
20180905;758;33679.406599999995;R001
20180905;750;15640.640399999998;R003
20180905;760;25916.163;R004
20180905;691;22211.6769;R005
20180906;652;25286.420599999998;R000
20180906;827;37567.306000000004;R001
20180906;746;15876.2569;R003
20180906;741;26927.3935;R004
